dataset,seed,probability_calibration,n_samples,n_features,positive_rate,model_train_n,model_train_class_0,model_train_class_1,model_train_positive_rate,probability_calibration_n,probability_calibration_class_0,probability_calibration_class_1,probability_calibration_positive_rate,conformal_calibration_n,conformal_calibration_class_0,conformal_calibration_class_1,conformal_calibration_positive_rate,test_n,test_class_0,test_class_1,test_positive_rate
ozone_level_8hr,19,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,19,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,19,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,31,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,31,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,31,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,42,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,42,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,42,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,101,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,101,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,101,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,202,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,202,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,202,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,303,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,303,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,303,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,404,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,404,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,404,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,505,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,505,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,505,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,606,none,2534,72,0.06314127861089187,1520,1424,96,0.06315789473684211,0,0,0,,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,606,sigmoid,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
ozone_level_8hr,606,isotonic,2534,72,0.06314127861089187,1216,1139,77,0.06332236842105263,304,285,19,0.0625,507,475,32,0.0631163708086785,507,475,32,0.0631163708086785
seismic_bumps,7,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,7,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,7,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,19,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,19,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,19,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,31,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,31,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,31,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,42,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,42,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,42,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,101,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,101,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,101,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,202,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,202,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,202,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,303,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,303,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,303,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,404,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,404,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,404,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,505,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,505,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,505,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,606,none,2584,18,0.06578947368421052,1550,1448,102,0.06580645161290323,0,0,0,,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,606,sigmoid,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
seismic_bumps,606,isotonic,2584,18,0.06578947368421052,1240,1158,82,0.06612903225806452,310,290,20,0.06451612903225806,517,483,34,0.06576402321083172,517,483,34,0.06576402321083172
pc1,7,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,7,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,7,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,19,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,19,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,19,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,31,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,31,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,31,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,42,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,42,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,42,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,101,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,101,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,101,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,202,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,202,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,202,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,303,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,303,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,303,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,404,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,404,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,404,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,505,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,505,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,505,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,606,none,1109,21,0.06943192064923355,665,619,46,0.06917293233082707,0,0,0,,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,606,sigmoid,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
pc1,606,isotonic,1109,21,0.06943192064923355,532,495,37,0.06954887218045112,133,124,9,0.06766917293233082,222,207,15,0.06756756756756757,222,206,16,0.07207207207207207
oil_spill,7,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,7,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,7,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,19,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,19,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,19,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,31,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,31,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,31,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,42,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,42,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,42,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,101,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,101,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,101,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,202,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,202,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,202,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,303,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,303,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,303,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,404,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,404,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,404,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,505,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,505,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,505,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,606,none,937,49,0.04375667022411953,562,537,25,0.04448398576512456,0,0,0,,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,606,sigmoid,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
oil_spill,606,isotonic,937,49,0.04375667022411953,449,429,20,0.044543429844097995,113,108,5,0.04424778761061947,187,179,8,0.0427807486631016,188,180,8,0.0425531914893617
credit_g,7,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,7,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,7,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,19,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,19,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,19,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,31,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,31,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,31,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,42,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,42,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,42,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,101,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,101,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,101,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,202,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,202,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,202,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,303,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,303,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,303,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,404,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,404,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,404,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,505,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,505,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,505,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,606,none,1000,20,0.3,600,420,180,0.3,0,0,0,,200,140,60,0.3,200,140,60,0.3
credit_g,606,sigmoid,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
credit_g,606,isotonic,1000,20,0.3,480,336,144,0.3,120,84,36,0.3,200,140,60,0.3,200,140,60,0.3
